,Country,EdLevel,CodingExperiance,Salary
64389,Germany,Bachelor,9.0,111976.0
64390,United States of America,Bachelor,5.0,115000.0
64391,Brazil,less than bachelor's,3.0,24924.0
64393,Canada,Bachelor,37.0,70276.0
64400,United States of America,less than bachelor's,5.0,130000.0
64401,Canada,less than bachelor's,6.0,93701.0
64404,France,Masters,8.0,85315.0
64406,United States of America,Masters,16.0,75000.0
64407,United States of America,Bachelor,11.0,107000.0
64408,United States of America,Masters,28.0,120000.0
64412,United States of America,Bachelor,7.0,120000.0
64414,Poland,Masters,4.0,33300.0
64420,United States of America,PostGrad,10.0,69000.0
64427,United States of America,Masters,23.0,160000.0
64429,Canada,Masters,23.0,48724.0
64432,United States of America,Masters,4.0,102000.0
64437,United Kingdom of Great Britain and Northern Ireland,Bachelor,7.0,50256.0
64440,United Kingdom of Great Britain and Northern Ireland,PostGrad,14.0,60307.0
64441,France,PostGrad,12.0,31992.0
64443,United States of America,Masters,17.0,93000.0
64448,Germany,Bachelor,0.5,63986.0
64451,United States of America,Bachelor,38.0,133000.0
64452,United States of America,less than bachelor's,6.0,65000.0
64456,France,Masters,25.0,69144.0
64458,United States of America,less than bachelor's,25.0,62000.0
64460,United States of America,less than bachelor's,5.0,130000.0
64466,United States of America,PostGrad,15.0,150000.0
64467,Italy,less than bachelor's,24.0,95979.0
64480,Brazil,Bachelor,6.0,19944.0
64484,Spain,PostGrad,9.0,42657.0
64490,United States of America,Bachelor,10.0,145000.0
64499,Canada,Masters,37.0,97605.0
64500,United States of America,Bachelor,14.0,110000.0
64501,United States of America,Bachelor,6.0,135000.0
64507,United States of America,Bachelor,5.0,90000.0
64516,United Kingdom of Great Britain and Northern Ireland,Masters,13.0,69102.0
64517,United Kingdom of Great Britain and Northern Ireland,less than bachelor's,34.0,69102.0
64518,United States of America,Bachelor,22.0,87000.0
64520,United States of America,Bachelor,14.0,101000.0
64521,United States of America,Bachelor,1.0,100000.0
64522,United States of America,less than bachelor's,25.0,100000.0
64525,United States of America,Bachelor,0.5,75000.0
64538,Poland,Masters,14.0,127968.0
64541,United States of America,Bachelor,8.0,156000.0
64544,Germany,PostGrad,24.0,90647.0
64555,Germany,Bachelor,5.0,74651.0
64562,United States of America,Bachelor,4.0,110000.0
64572,United States of America,less than bachelor's,10.0,120000.0
64573,United States of America,Bachelor,7.0,115000.0
64574,Canada,Bachelor,16.0,78084.0
64576,Australia,less than bachelor's,14.0,106157.0
64578,Canada,less than bachelor's,8.0,97605.0
64585,Netherlands,Bachelor,10.0,63984.0
64594,Australia,Masters,22.0,104741.0
64602,United States of America,Masters,40.0,131311.0
64603,United States of America,Bachelor,4.0,80000.0
64605,United States of America,Bachelor,4.0,150000.0
64608,United States of America,Masters,15.0,165000.0
64610,Canada,less than bachelor's,34.0,118688.0
64612,Australia,Bachelor,25.0,84925.0
64628,Canada,Bachelor,7.0,60906.0
64634,United States of America,Bachelor,5.0,94000.0
64639,United States of America,Masters,6.0,156000.0
64647,United States of America,Masters,24.0,64000.0
64653,Netherlands,Masters,6.0,51192.0
64657,United States of America,Bachelor,1.0,86510.0
64666,United States of America,Masters,1.0,140000.0
64702,Brazil,Bachelor,6.0,21096.0
64709,United States of America,Bachelor,10.0,103000.0
64710,Canada,Bachelor,5.0,86673.0
64711,Canada,Masters,17.0,89797.0
64716,United States of America,less than bachelor's,27.0,135000.0
64721,Brazil,Bachelor,5.0,13716.0
64722,United Kingdom of Great Britain and Northern Ireland,Bachelor,12.0,96742.0
64723,Canada,less than bachelor's,5.0,109777.0
64724,Australia,less than bachelor's,2.0,42463.0
64725,Canada,Bachelor,6.0,81988.0
64739,Australia,Bachelor,5.0,44842.0
64744,United States of America,Bachelor,1.0,80000.0
64751,Brazil,Bachelor,0.5,12324.0
64767,United States of America,Bachelor,7.0,163000.0
64772,Australia,Masters,13.0,141542.0
64779,India,Bachelor,12.0,23215.0
64781,Australia,Bachelor,9.0,89879.0
64783,Canada,Masters,3.0,78084.0
64784,India,Bachelor,4.0,18701.0
64785,United States of America,Bachelor,11.0,125000.0
64788,United States of America,Masters,18.0,165000.0
64799,United States of America,Masters,10.0,120000.0
64820,United States of America,less than bachelor's,7.0,110000.0
64831,Australia,less than bachelor's,7.0,76433.0
64837,Australia,Bachelor,0.5,46001.0
64854,India,Masters,5.0,12897.0
64860,United States of America,Masters,4.0,135000.0
64869,Germany,PostGrad,25.0,69318.0
64885,United States of America,Masters,10.0,115000.0
64890,India,Bachelor,4.0,37700.0
64891,United States of America,Bachelor,1.0,98000.0
64903,France,Masters,6.0,85315.0
64907,Australia,Bachelor,2.0,79971.0
64911,Sweden,Bachelor,27.0,73140.0
64924,India,Masters,17.0,128972.0
64933,India,Masters,0.5,10836.0
64953,United States of America,Masters,20.0,150000.0
64957,Netherlands,Masters,18.0,127972.0
64958,Germany,less than bachelor's,0.5,44790.0
64959,India,Bachelor,1.0,14187.0
64981,United States of America,Masters,15.0,93500.0
64982,Canada,Bachelor,24.0,156168.0
64984,Poland,Bachelor,6.0,17760.0
64993,India,Bachelor,6.0,23215.0
64998,Germany,less than bachelor's,14.0,49056.0
65008,United Kingdom of Great Britain and Northern Ireland,PostGrad,3.0,38948.0
65014,United States of America,Masters,5.0,100000.0
65018,United Kingdom of Great Britain and Northern Ireland,PostGrad,3.0,81666.0
65027,Australia,Bachelor,28.0,84925.0
65033,United States of America,Masters,7.0,150000.0
65046,India,Masters,16.0,28374.0
65054,Germany,less than bachelor's,2.0,53322.0
65061,Germany,Masters,25.0,95979.0
65064,Germany,less than bachelor's,4.0,48624.0
65073,France,Masters,2.0,61853.0
65076,India,Bachelor,7.0,13932.0
65102,United Kingdom of Great Britain and Northern Ireland,Masters,4.0,61186.0
65104,Spain,Bachelor,1.0,42657.0
65108,Italy,less than bachelor's,5.0,35192.0
65111,United Kingdom of Great Britain and Northern Ireland,Bachelor,4.0,43974.0
65116,Germany,Masters,6.0,85315.0
65127,United Kingdom of Great Britain and Northern Ireland,Bachelor,22.0,138203.0
65141,Sweden,Bachelor,11.0,91416.0
65144,India,Bachelor,6.0,12897.0
65147,France,Masters,7.0,85315.0
65151,France,Bachelor,8.0,44796.0
65153,France,Masters,16.0,52255.0
65155,Australia,less than bachelor's,22.0,113234.0
65160,Spain,Masters,18.0,36576.0
65165,France,Masters,17.0,46923.0
65166,Spain,Masters,5.0,31993.0
65167,United Kingdom of Great Britain and Northern Ireland,PostGrad,2.0,67845.0
65168,India,less than bachelor's,10.0,51589.0
65170,Spain,PostGrad,20.0,63986.0
65173,Sweden,less than bachelor's,12.0,76184.0
65175,Poland,less than bachelor's,1.0,24972.0
65176,United States of America,Bachelor,1.0,150000.0
65189,Poland,less than bachelor's,0.5,41628.0
65190,United Kingdom of Great Britain and Northern Ireland,Masters,2.0,50256.0
65195,France,Masters,16.0,47990.0
65199,Italy,Bachelor,8.0,58654.0
65202,India,Masters,25.0,32243.0
65207,Germany,PostGrad,19.0,149301.0
65213,United Kingdom of Great Britain and Northern Ireland,less than bachelor's,3.0,56538.0
65214,United Kingdom of Great Britain and Northern Ireland,less than bachelor's,3.0,50256.0
65215,Germany,less than bachelor's,0.5,37325.0
65216,Netherlands,PostGrad,13.0,74651.0
65220,India,Bachelor,4.0,13542.0
65224,Australia,less than bachelor's,10.0,48000.0
65225,Netherlands,Masters,1.0,35196.0
65228,United Kingdom of Great Britain and Northern Ireland,Bachelor,22.0,74127.0
65237,Germany,less than bachelor's,12.0,74651.0
65240,Netherlands,Bachelor,27.0,70380.0
65241,Germany,PostGrad,28.0,84456.0
65243,France,PostGrad,25.0,63986.0
65248,United Kingdom of Great Britain and Northern Ireland,less than bachelor's,22.0,150767.0
65250,Germany,Masters,25.0,95979.0
65259,Germany,less than bachelor's,6.0,54388.0
65264,India,Masters,3.0,38692.0
65266,India,Bachelor,4.0,25794.0
65274,Poland,Masters,8.0,63828.0
65281,Netherlands,Bachelor,3.0,38388.0
65282,United Kingdom of Great Britain and Northern Ireland,Masters,11.0,69102.0
65286,United Kingdom of Great Britain and Northern Ireland,Bachelor,4.0,48999.0
65287,Italy,less than bachelor's,6.0,28794.0
65291,Spain,Bachelor,5.0,69108.0
65292,India,Bachelor,8.0,43000.0
65293,United Kingdom of Great Britain and Northern Ireland,Bachelor,17.0,50256.0
65300,United Kingdom of Great Britain and Northern Ireland,less than bachelor's,5.0,31410.0
65307,India,Bachelor,4.0,18056.0
65308,France,Bachelor,15.0,38388.0
65315,Spain,Bachelor,12.0,46923.0
65326,United Kingdom of Great Britain and Northern Ireland,less than bachelor's,10.0,58422.0
65330,Spain,Bachelor,14.0,87448.0
65339,Spain,Bachelor,6.0,35192.0
65340,Germany,less than bachelor's,9.0,83182.0
65342,United Kingdom of Great Britain and Northern Ireland,PostGrad,10.0,119357.0
65344,France,Masters,14.0,63984.0
65345,Sweden,less than bachelor's,5.0,48756.0
65346,Poland,less than bachelor's,4.0,47172.0
65347,Poland,Bachelor,0.5,13872.0
65352,United Kingdom of Great Britain and Northern Ireland,Bachelor,16.0,62820.0
65358,United Kingdom of Great Britain and Northern Ireland,Masters,6.0,125639.0
65361,United Kingdom of Great Britain and Northern Ireland,Bachelor,4.0,94230.0
65367,United Kingdom of Great Britain and Northern Ireland,PostGrad,27.0,62820.0
65375,Spain,Masters,5.0,31993.0
65378,Germany,Masters,9.0,161032.0
65384,Italy,less than bachelor's,3.0,37325.0
65387,Netherlands,Bachelor,11.0,74651.0
65390,India,Bachelor,4.0,19346.0
65392,Poland,Masters,12.0,43008.0
65393,Sweden,Bachelor,11.0,73140.0
65397,United Kingdom of Great Britain and Northern Ireland,Bachelor,21.0,49752.0
65402,India,Bachelor,4.0,25794.0
65405,Germany,Bachelor,3.0,60787.0
65407,Australia,Bachelor,7.0,88464.0
65408,United Kingdom of Great Britain and Northern Ireland,Bachelor,16.0,119357.0
65409,Germany,Bachelor,1.0,42657.0
65421,United Kingdom of Great Britain and Northern Ireland,Masters,10.0,126896.0
65425,Spain,Bachelor,8.0,28794.0
65430,Germany,Masters,10.0,89581.0
65431,Spain,PostGrad,16.0,46923.0
65434,Germany,Bachelor,4.0,85315.0
65438,Italy,less than bachelor's,4.0,24576.0
65442,France,Bachelor,8.0,74651.0
65445,India,Masters,6.0,15480.0
65449,United Kingdom of Great Britain and Northern Ireland,Bachelor,14.0,110563.0
65450,United Kingdom of Great Britain and Northern Ireland,Bachelor,5.0,35179.0
65452,Netherlands,Masters,25.0,60248.0
65454,United States of America,Bachelor,1.0,61400.0
65456,United Kingdom of Great Britain and Northern Ireland,less than bachelor's,25.0,62820.0
65460,Poland,Masters,10.0,46923.0
65468,Italy,Bachelor,18.0,25956.0
65475,Australia,Bachelor,1.0,169851.0
65476,United Kingdom of Great Britain and Northern Ireland,Bachelor,8.0,87948.0
65477,United Kingdom of Great Britain and Northern Ireland,Bachelor,0.5,62820.0
65481,Sweden,Bachelor,5.0,48756.0
65492,Sweden,Bachelor,9.0,46320.0
65493,Sweden,Masters,11.0,59724.0
65494,Italy,Bachelor,9.0,22395.0
65500,Spain,less than bachelor's,23.0,51192.0
65506,Germany,Masters,3.0,69318.0
65516,Germany,Masters,10.0,85315.0
65518,United Kingdom of Great Britain and Northern Ireland,Masters,5.0,81666.0
65531,United States of America,Bachelor,35.0,105000.0
65532,Netherlands,Bachelor,1.0,30708.0
65534,India,Bachelor,3.0,16766.0
65543,United Kingdom of Great Britain and Northern Ireland,PostGrad,5.0,50256.0
65545,United Kingdom of Great Britain and Northern Ireland,Bachelor,3.0,73323.0
65547,United States of America,less than bachelor's,5.0,135000.0
65549,United Kingdom of Great Britain and Northern Ireland,Bachelor,11.0,103024.0
65552,United Kingdom of Great Britain and Northern Ireland,Masters,0.5,42717.0
65555,Germany,Masters,9.0,131172.0
65557,United Kingdom of Great Britain and Northern Ireland,Bachelor,8.0,74127.0
65568,Sweden,Masters,1.0,43884.0
65570,Italy,Bachelor,2.0,31993.0
65572,Poland,Masters,1.0,31356.0
65576,India,Bachelor,2.0,154764.0
65580,India,Bachelor,4.0,39337.0
65588,France,Masters,21.0,85315.0
65598,Italy,less than bachelor's,28.0,42657.0
65599,France,Masters,3.0,53322.0
65600,Poland,Bachelor,3.0,17484.0
65603,Sweden,less than bachelor's,13.0,67044.0
65607,United Kingdom of Great Britain and Northern Ireland,Bachelor,4.0,35179.0
65608,Canada,Bachelor,22.0,104633.0
65611,India,Bachelor,8.0,85122.0
65617,Brazil,PostGrad,4.0,62820.0
65623,France,Masters,7.0,85315.0
65626,Germany,Bachelor,3.0,17916.0
65627,Canada,Bachelor,4.0,66372.0
65628,Australia,Masters,3.0,47063.0
65630,Canada,less than bachelor's,16.0,85893.0
65632,India,less than bachelor's,8.0,34822.0
65633,United Kingdom of Great Britain and Northern Ireland,less than bachelor's,0.5,36180.0
65638,Poland,Masters,5.0,27756.0
65639,Spain,PostGrad,2.0,57588.0
65647,United Kingdom of Great Britain and Northern Ireland,PostGrad,37.0,125639.0
65648,Poland,Masters,13.0,104063.0
65652,Italy,Masters,3.0,40525.0
65659,Germany,Masters,5.0,53748.0
65668,Brazil,Bachelor,8.0,38431.0
65674,United States of America,Bachelor,15.0,100000.0
65677,United Kingdom of Great Britain and Northern Ireland,Masters,8.0,125639.0
65682,Canada,Bachelor,24.0,85893.0
65684,Germany,Masters,4.0,85315.0
65690,Germany,Bachelor,3.0,51192.0
65702,United States of America,less than bachelor's,11.0,98000.0
65704,Spain,Bachelor,2.0,37325.0
65705,Italy,less than bachelor's,16.0,56521.0
65706,Germany,Bachelor,10.0,106644.0
65709,Netherlands,less than bachelor's,17.0,138637.0
65714,United Kingdom of Great Britain and Northern Ireland,Bachelor,5.0,69102.0
65716,Brazil,Bachelor,10.0,60000.0
65718,United States of America,Bachelor,30.0,120000.0
65722,Brazil,Bachelor,10.0,67308.0
65724,United States of America,Masters,1.0,90000.0
65725,India,Masters,8.0,68355.0
65726,Canada,Bachelor,9.0,99167.0
65727,United States of America,less than bachelor's,28.0,150000.0
65728,Brazil,Bachelor,23.0,44868.0
65729,United States of America,less than bachelor's,0.5,60000.0
65730,Germany,Bachelor,5.0,51192.0
65732,Spain,PostGrad,5.0,24528.0
65733,India,Bachelor,7.0,14187.0
65734,Netherlands,Masters,9.0,106644.0
65738,Poland,Masters,16.0,41628.0
65740,Germany,Masters,4.0,43512.0
65741,Sweden,less than bachelor's,7.0,70704.0
65744,United Kingdom of Great Britain and Northern Ireland,Bachelor,28.0,150767.0
65757,Italy,Masters,13.0,74651.0
65773,Germany,Masters,5.0,13864.0
65782,Brazil,Bachelor,4.0,69876.0
65793,Brazil,Bachelor,1.0,12768.0
65800,United States of America,Bachelor,11.0,135000.0
65801,India,Bachelor,3.0,13932.0
65811,Brazil,Bachelor,10.0,25740.0
65818,Canada,PostGrad,1.0,35138.0
65822,United States of America,less than bachelor's,16.0,175000.0
65831,United States of America,less than bachelor's,24.0,152400.0
65833,United Kingdom of Great Britain and Northern Ireland,Masters,8.0,79153.0
65837,United States of America,Masters,1.0,160000.0
65838,Canada,Bachelor,20.0,97600.0
65841,United States of America,Masters,15.0,170000.0
65846,France,Masters,14.0,57588.0
65860,United States of America,Masters,4.0,120000.0
65861,United States of America,Masters,7.0,150000.0
65862,Canada,Masters,3.0,54659.0
65866,United States of America,less than bachelor's,21.0,60000.0
65871,Brazil,Bachelor,3.0,60000.0
65874,Italy,Masters,0.5,29860.0
65877,United States of America,Masters,2.0,93000.0
65879,United States of America,Masters,4.0,103000.0
65883,United States of America,Masters,38.0,100000.0
65889,United States of America,Bachelor,4.0,84000.0
65890,Spain,less than bachelor's,6.0,53322.0
65892,United States of America,Bachelor,18.0,140000.0
65894,United States of America,PostGrad,8.0,160000.0
65902,United States of America,Bachelor,20.0,90000.0
65903,Canada,Masters,8.0,85893.0
65904,Spain,Bachelor,13.0,106644.0
65907,United States of America,Bachelor,17.0,160000.0
65913,Canada,less than bachelor's,14.0,78084.0
65919,United States of America,Bachelor,10.0,158000.0
65923,Canada,Bachelor,5.0,70276.0
65929,Brazil,Masters,26.0,39888.0
65932,United Kingdom of Great Britain and Northern Ireland,Bachelor,3.0,40205.0
65933,United Kingdom of Great Britain and Northern Ireland,Bachelor,8.0,86691.0
65936,United States of America,Bachelor,12.0,167000.0
65940,United Kingdom of Great Britain and Northern Ireland,Bachelor,3.0,75384.0
65941,United States of America,less than bachelor's,10.0,80000.0
65943,United Kingdom of Great Britain and Northern Ireland,Bachelor,4.0,50256.0
65944,France,Bachelor,9.0,50123.0
65950,United Kingdom of Great Britain and Northern Ireland,Bachelor,6.0,75384.0
